claim_id,ml_risk_score,llm_risk_score,hybrid_risk_score,risk_level,recommendation,red_flags,model_breakdown,timestamp,product_type,claim_amount,location,claim_date
CLM-000754,12.597698201027333,0,7.558618920616399,LOW,APPROVE,[],"{'random_forest': 23.71176506551455, 'gradient_boosting': 11.937146546864282, 'isolation_forest': 0.0, 'neural_network': 14.7418811917305}",2025-11-01T11:24:14.506925,Aviation,31675.09877620222,Thika,2024-03-29 11:21:16.414096
CLM-007458,48.22367125415622,15,34.93420275249373,LOW,APPROVE,['Vague or excessive descriptions'],"{'random_forest': 80.26051004322034, 'gradient_boosting': 66.16326168242706, 'isolation_forest': 0.0, 'neural_network': 46.47091329097748}",2025-11-01T11:24:14.627981,Motor,5878.648532888574,Kitale,2025-04-16 11:21:16.438126
CLM-004397,43.82524287664301,25,36.295145725985805,LOW,APPROVE,['High claim amount'],"{'random_forest': 23.638897873516218, 'gradient_boosting': 23.90446176229014, 'isolation_forest': 100.0, 'neural_network': 27.757611870765686}",2025-11-01T11:24:14.767538,Medical,2459315.7051766966,Nairobi,2025-07-11 11:21:16.427114
CLM-008197,14.485657798821169,0,8.691394679292701,LOW,APPROVE,[],"{'random_forest': 23.89434479961928, 'gradient_boosting': 13.219464140530812, 'isolation_forest': 0.0, 'neural_network': 20.828822255134583}",2025-11-01T11:24:14.889137,Marine,49405.02300995252,Garissa,2025-07-24 11:21:16.440778
CLM-007615,10.952521114967535,0,6.571512668980521,LOW,APPROVE,[],"{'random_forest': 18.26856953955495, 'gradient_boosting': 7.751400040707038, 'isolation_forest': 0.0, 'neural_network': 17.790114879608154}",2025-11-01T11:24:15.017714,Marine,57981.11062309428,Nyeri,2025-01-13 11:21:16.438679
CLM-007974,10.543109054307056,0,6.325865432584234,LOW,APPROVE,[],"{'random_forest': 16.97021056020606, 'gradient_boosting': 5.209665508783025, 'isolation_forest': 0.0, 'neural_network': 19.992560148239136}",2025-11-01T11:24:15.153120,Aviation,184.09225284841273,Malindi,2023-12-13 11:21:16.439992
CLM-005764,22.189794116496195,20,21.313876469897714,LOW,APPROVE,['Insufficient documentation'],"{'random_forest': 37.719466897210175, 'gradient_boosting': 32.584877730166816, 'isolation_forest': 0.0, 'neural_network': 18.454831838607788}",2025-11-01T11:24:15.279021,Liability,169438.23276215923,Nyeri,2025-06-20 11:21:16.431963
CLM-006762,12.839772113927598,0,7.703863268356558,LOW,APPROVE,[],"{'random_forest': 23.247308931166913, 'gradient_boosting': 13.07859404251833, 'isolation_forest': 0.0, 'neural_network': 15.033185482025146}",2025-11-01T11:24:15.402214,Liability,27581.604992261255,Nakuru,2025-04-03 11:21:16.435652
CLM-007221,92.37136002341859,40,71.42281601405115,MEDIUM,REVIEW,"['Early claim after policy start', 'Insufficient documentation']","{'random_forest': 86.80937724028328, 'gradient_boosting': 97.37720874076598, 'isolation_forest': 100.0, 'neural_network': 85.29885411262512}",2025-11-01T11:24:15.525706,Property,68539.50983232453,Kitale,2023-12-19 11:21:16.437283
CLM-003656,11.647031803595537,0,6.988219082157322,LOW,APPROVE,[],"{'random_forest': 24.588994085604202, 'gradient_boosting': 8.44894697155138, 'isolation_forest': 0.0, 'neural_network': 13.550186157226562}",2025-11-01T11:24:15.665692,Life,17399.69635286133,Kitale,2024-07-19 11:21:16.424476
CLM-009290,20.06438589649803,0,12.038631537898818,LOW,APPROVE,[],"{'random_forest': 41.164180431411694, 'gradient_boosting': 15.423136819054909, 'isolation_forest': 0.0, 'neural_network': 23.670226335525513}",2025-11-01T11:24:15.782516,Liability,8615.828002780008,Kitale,2025-01-26 11:21:16.444655
CLM-000672,96.74805769016146,40,74.04883461409688,MEDIUM,REVIEW,"['Early claim after policy start', 'Insufficient documentation']","{'random_forest': 94.16120556174639, 'gradient_boosting': 97.49269850631826, 'isolation_forest': 100.0, 'neural_network': 95.33832669258118}",2025-11-01T11:24:15.900911,Property,134183.55496140636,Nyeri,2024-10-05 11:21:16.413796
CLM-001885,12.757800345822986,0,7.654680207493791,LOW,APPROVE,[],"{'random_forest': 25.995428752860665, 'gradient_boosting': 12.712048151948077, 'isolation_forest': 0.0, 'neural_network': 12.3237244784832}",2025-11-01T11:24:16.019813,Medical,130805.30957176368,Nairobi,2025-08-20 11:21:16.418171
CLM-007712,37.093844830351394,0,22.256306898210834,LOW,APPROVE,[],"{'random_forest': 27.946042465912218, 'gradient_boosting': 9.189479628883175, 'isolation_forest': 100.0, 'neural_network': 11.239857226610184}",2025-11-01T11:24:16.139540,Liability,26516.870706417634,Eldoret,2024-05-05 11:21:16.439032
CLM-006119,11.158571038406997,0,6.695142623044198,LOW,APPROVE,[],"{'random_forest': 20.74978821629489, 'gradient_boosting': 8.868741833672514, 'isolation_forest': 0.0, 'neural_network': 15.015754103660583}",2025-11-01T11:24:16.261136,Marine,4627.195114540197,Nyeri,2024-01-02 11:21:16.433216
CLM-005136,12.417251263424108,0,7.450350758054464,LOW,APPROVE,[],"{'random_forest': 23.326767415127318, 'gradient_boosting': 11.025794493293999, 'isolation_forest': 0.0, 'neural_network': 15.316443145275116}",2025-11-01T11:24:16.381040,Medical,130580.28195724759,Malindi,2025-09-04 11:21:16.429731
CLM-001526,10.604712558627865,0,6.362827535176719,LOW,APPROVE,[],"{'random_forest': 21.283405767707837, 'gradient_boosting': 6.814570252631258, 'isolation_forest': 0.0, 'neural_network': 14.320874214172363}",2025-11-01T11:24:16.497848,Aviation,71163.01225808164,Nakuru,2025-05-14 11:21:16.416876
CLM-009206,10.672633140161052,0,6.403579884096631,LOW,APPROVE,[],"{'random_forest': 22.223491433177614, 'gradient_boosting': 8.961765907787713, 'isolation_forest': 0.0, 'neural_network': 11.505275219678879}",2025-11-01T11:24:16.613734,Property,83663.41274869945,Mombasa,2024-12-20 11:21:16.444359
CLM-006452,10.857109446050876,0,6.514265667630525,LOW,APPROVE,[],"{'random_forest': 24.67192368245693, 'gradient_boosting': 10.621919542077078, 'isolation_forest': 0.0, 'neural_network': 8.134594559669495}",2025-11-01T11:24:16.732528,Property,17601.224318990702,Kisumu,2024-11-05 11:21:16.434486
CLM-000942,12.254649461201694,0,7.352789676721017,LOW,APPROVE,[],"{'random_forest': 24.036009183715823, 'gradient_boosting': 10.729194355384928, 'isolation_forest': 0.0, 'neural_network': 14.253394305706024}",2025-11-01T11:24:16.850049,Marine,42032.264435667465,Mombasa,2025-09-14 11:21:16.414762
CLM-002906,30.70114882465082,20,26.420689294790492,LOW,APPROVE,['Insufficient documentation'],"{'random_forest': 56.5553133606483, 'gradient_boosting': 41.22186082112606, 'isolation_forest': 0.0, 'neural_network': 25.02742111682892}",2025-11-01T11:24:16.972752,Property,61427.80113024303,Thika,2025-06-18 11:21:16.421819
CLM-003342,59.77977416816489,0,35.86786450089893,LOW,APPROVE,[],"{'random_forest': 43.645980900520755, 'gradient_boosting': 25.31209501637097, 'isolation_forest': 100.0, 'neural_network': 70.16102075576782}",2025-11-01T11:24:17.099350,Property,4717.060353823893,Kitale,2025-03-12 11:21:16.423366
CLM-005727,66.55641132943146,25,49.93384679765887,LOW,APPROVE,['High claim amount'],"{'random_forest': 55.78842562112487, 'gradient_boosting': 50.552301960547474, 'isolation_forest': 100.0, 'neural_network': 59.88491773605347}",2025-11-01T11:24:17.219891,Motor,575217.8669659584,Eldoret,2023-11-27 11:21:16.431825
CLM-006969,14.687347593901636,0,8.812408556340982,LOW,APPROVE,[],"{'random_forest': 26.053887943429167, 'gradient_boosting': 14.255446585009413, 'isolation_forest': 0.0, 'neural_network': 18.44005584716797}",2025-11-01T11:24:17.337151,Marine,26345.906087272888,Eldoret,2025-08-13 11:21:16.436390
CLM-003135,79.44737385545349,35,61.66842431327209,MEDIUM,REVIEW,"['Vague or excessive descriptions', 'No police report for motor claim']","{'random_forest': 76.51312941168533, 'gradient_boosting': 67.80899216216717, 'isolation_forest': 100.0, 'neural_network': 73.46737384796143}",2025-11-01T11:24:17.538893,Motor,49872.82693580076,Nairobi,2025-03-30 11:21:16.422630
CLM-006457,18.031276953629163,0,10.818766172177497,LOW,APPROVE,[],"{'random_forest': 39.42011334044963, 'gradient_boosting': 15.760328267230323, 'isolation_forest': 0.0, 'neural_network': 16.9446662068367}",2025-11-01T11:24:17.679829,Life,397685.5258970192,Thika,2024-01-29 11:21:16.434504
CLM-004510,10.119185009454702,25,16.07151100567282,LOW,APPROVE,['High claim amount'],"{'random_forest': 14.462842860295098, 'gradient_boosting': 9.668308314627746, 'isolation_forest': 0.0, 'neural_network': 16.345588862895966}",2025-11-01T11:24:17.823905,Liability,511470.7016118407,Nyeri,2024-02-25 11:21:16.427510
CLM-007843,10.532179195121385,0,6.319307517072831,LOW,APPROVE,[],"{'random_forest': 15.582169318958316, 'gradient_boosting': 7.688181746977203, 'isolation_forest': 0.0, 'neural_network': 18.85836571455002}",2025-11-01T11:24:17.943723,Aviation,108489.3559578216,Mombasa,2025-02-09 11:21:16.439493
CLM-004634,16.535912896871423,20,17.921547738122854,LOW,APPROVE,['Insufficient documentation'],"{'random_forest': 27.609323628233152, 'gradient_boosting': 24.42237100525017, 'isolation_forest': 0.0, 'neural_network': 14.11195695400238}",2025-11-01T11:24:18.062867,Liability,170608.2373361172,Eldoret,2024-04-11 11:21:16.427953
CLM-002805,97.16863113348384,20,66.3011786800903,MEDIUM,REVIEW,['Early claim after policy start'],"{'random_forest': 96.18298588103355, 'gradient_boosting': 95.92180980158345, 'isolation_forest': 100.0, 'neural_network': 96.56972885131836}",2025-11-01T11:24:18.184324,Liability,36937.48042037611,Nakuru,2025-03-21 11:21:16.421461
CLM-008900,54.380324600616895,0,32.628194760370135,LOW,APPROVE,[],"{'random_forest': 83.60887461065057, 'gradient_boosting': 76.59611457817869, 'isolation_forest': 0.0, 'neural_network': 57.316309213638306}",2025-11-01T11:24:18.300369,Motor,6227.47962003779,Nairobi,2025-06-07 11:21:16.443274
CLM-009353,16.357123356682596,0,9.814274014009557,LOW,APPROVE,[],"{'random_forest': 28.55790924125744, 'gradient_boosting': 17.924000616423104, 'isolation_forest': 0.0, 'neural_network': 18.946583569049835}",2025-11-01T11:24:18.418327,Marine,76416.33069386294,Kitale,2024-06-02 11:21:16.444875
CLM-003227,32.53163172552849,0,19.518979035317095,LOW,APPROVE,[],"{'random_forest': 63.72348075145822, 'gradient_boosting': 40.202975173444756, 'isolation_forest': 0.0, 'neural_network': 26.200070977211}",2025-11-01T11:24:18.547917,Medical,148158.40292445474,Garissa,2025-09-17 11:21:16.422962
CLM-006050,12.943862022376907,0,7.766317213426143,LOW,APPROVE,[],"{'random_forest': 19.781625172918606, 'gradient_boosting': 13.689530058942081, 'isolation_forest': 0.0, 'neural_network': 18.304292857646942}",2025-11-01T11:24:18.674981,Life,71531.38865990985,Mombasa,2025-03-05 11:21:16.432976
CLM-002937,9.47742523846076,0,5.686455143076456,LOW,APPROVE,[],"{'random_forest': 15.366336392459681, 'gradient_boosting': 12.282732672278513, 'isolation_forest': 0.0, 'neural_network': 10.260631889104843}",2025-11-01T11:24:18.800258,Medical,38695.08198192572,Mombasa,2024-12-10 11:21:16.421927
CLM-001873,17.033922777726413,20,18.220353666635848,LOW,APPROVE,['Insufficient documentation'],"{'random_forest': 29.33536623446275, 'gradient_boosting': 14.40643407835101, 'isolation_forest': 0.0, 'neural_network': 24.39389079809189}",2025-11-01T11:24:18.918694,Medical,14376.323484095146,Nairobi,2024-12-14 11:21:16.418126
CLM-008797,16.11485454137712,20,17.66891272482627,LOW,APPROVE,['Insufficient documentation'],"{'random_forest': 27.61336999981607, 'gradient_boosting': 19.71912436617764, 'isolation_forest': 0.0, 'neural_network': 17.12692379951477}",2025-11-01T11:24:19.034017,Life,37809.75057196711,Nakuru,2025-06-23 11:21:16.442903
CLM-009352,94.13029309683606,20,64.47817585810162,MEDIUM,REVIEW,['Early claim after policy start'],"{'random_forest': 92.5701658905665, 'gradient_boosting': 98.89877852283975, 'isolation_forest': 100.0, 'neural_network': 85.05222797393799}",2025-11-01T11:24:19.150891,Aviation,149610.80851044014,Kitale,2025-07-18 11:21:16.444871
CLM-006464,16.056560249651067,0,9.63393614979064,LOW,APPROVE,[],"{'random_forest': 28.996843164002268, 'gradient_boosting': 10.994681240382791, 'isolation_forest': 0.0, 'neural_network': 24.234716594219208}",2025-11-01T11:24:19.273493,Life,10180.338989483424,Malindi,2024-12-15 11:21:16.434533
CLM-009970,85.45252606511893,20,59.27151563907136,MEDIUM,REVIEW,['Early claim after policy start'],"{'random_forest': 88.42399492144489, 'gradient_boosting': 63.75548170688972, 'isolation_forest': 100.0, 'neural_network': 89.63062763214111}",2025-11-01T11:24:19.393479,Medical,127403.98719568156,Kisumu,2023-12-23 11:21:16.447067
CLM-000974,12.480591796822695,0,7.488355078093617,LOW,APPROVE,[],"{'random_forest': 23.56781017410929, 'gradient_boosting': 7.888418173459807, 'isolation_forest': 0.0, 'neural_network': 18.46613883972168}",2025-11-01T11:24:19.514030,Property,5553.2075898111125,Nyeri,2025-03-04 11:21:16.414874
CLM-006293,10.143960941485972,0,6.086376564891583,LOW,APPROVE,[],"{'random_forest': 21.98093343907486, 'gradient_boosting': 8.401391032607092, 'isolation_forest': 0.0, 'neural_network': 10.193519294261932}",2025-11-01T11:24:19.630533,Aviation,96091.80775046538,Kitale,2025-01-29 11:21:16.433825
CLM-005572,16.23679324586082,0,9.742075947516492,LOW,APPROVE,[],"{'random_forest': 26.138280219965292, 'gradient_boosting': 15.663665629250229, 'isolation_forest': 0.0, 'neural_network': 23.145227134227753}",2025-11-01T11:24:19.770041,Medical,87951.55896643997,Eldoret,2023-12-09 11:21:16.431283
CLM-008406,14.67871522055105,20,16.80722913233063,LOW,APPROVE,['Insufficient documentation'],"{'random_forest': 21.39746477818587, 'gradient_boosting': 13.59131574598992, 'isolation_forest': 0.0, 'neural_network': 23.726080358028412}",2025-11-01T11:24:19.887364,Medical,69628.7730129936,Nairobi,2023-12-17 11:21:16.441520
CLM-007792,9.650782085163295,0,5.790469251097977,LOW,APPROVE,[],"{'random_forest': 16.1133386852129, 'gradient_boosting': 9.820782175295774, 'isolation_forest': 0.0, 'neural_network': 12.6690074801445}",2025-11-01T11:24:20.006668,Medical,64791.7263902508,Mombasa,2025-01-23 11:21:16.439313
CLM-008352,12.496281958797034,0,7.49776917527822,LOW,APPROVE,[],"{'random_forest': 23.83252038671273, 'gradient_boosting': 9.83223284043555, 'isolation_forest': 0.0, 'neural_network': 16.320374608039856}",2025-11-01T11:24:20.128265,Marine,6825.629483962545,Nairobi,2023-12-26 11:21:16.441332
CLM-000890,85.55643439899006,40,67.33386063939403,MEDIUM,REVIEW,"['Insufficient documentation', 'No police report for motor claim']","{'random_forest': 77.22981796398828, 'gradient_boosting': 81.31679789926021, 'isolation_forest': 100.0, 'neural_network': 83.67912173271179}",2025-11-01T11:24:20.269513,Motor,25119.88536022495,Garissa,2024-02-22 11:21:16.414578
CLM-005485,19.961214507755205,20,19.976728704653123,LOW,APPROVE,['No police report for motor claim'],"{'random_forest': 26.807580468335917, 'gradient_boosting': 16.119138104982273, 'isolation_forest': 0.0, 'neural_network': 36.91813945770264}",2025-11-01T11:24:20.397145,Motor,16661.37101487828,Mombasa,2025-06-27 11:21:16.430978
CLM-005413,15.204074760206328,0,9.122444856123797,LOW,APPROVE,[],"{'random_forest': 26.266001426723, 'gradient_boosting': 19.396292027001337, 'isolation_forest': 0.0, 'neural_network': 15.154005587100983}",2025-11-01T11:24:20.526653,Medical,29473.553843632577,Garissa,2024-02-23 11:21:16.430714
CLM-008108,31.390883219961484,0,18.83452993197689,LOW,APPROVE,[],"{'random_forest': 44.287975471088366, 'gradient_boosting': 56.91987616819895, 'isolation_forest': 0.0, 'neural_network': 24.355681240558624}",2025-11-01T11:24:20.645522,Liability,284691.6911744541,Kisumu,2025-09-07 11:21:16.440465
CLM-002358,93.10882853958387,65,81.86529712375031,HIGH,INVESTIGATE,"['High claim amount', 'Early claim after policy start', 'No police report for motor claim']","{'random_forest': 85.93484062465147, 'gradient_boosting': 97.12937644582387, 'isolation_forest': 100.0, 'neural_network': 89.37109708786011}",2025-11-01T11:24:20.780305,Motor,1506750.9321534736,Malindi,2024-12-11 11:21:16.419848
CLM-000994,15.37510068158944,20,17.225060408953667,LOW,APPROVE,['Insufficient documentation'],"{'random_forest': 22.849575255746807, 'gradient_boosting': 18.171623709987024, 'isolation_forest': 0.0, 'neural_network': 20.479203760623932}",2025-11-01T11:24:20.900557,Aviation,21481.09328672572,Nairobi,2024-06-25 11:21:16.414970
CLM-002884,17.234932942014204,20,18.340959765208524,LOW,APPROVE,['Insufficient documentation'],"{'random_forest': 28.06629317845479, 'gradient_boosting': 16.41996251824429, 'isolation_forest': 0.0, 'neural_network': 24.453476071357727}",2025-11-01T11:24:21.023302,Marine,13695.537855472476,Nakuru,2024-12-25 11:21:16.421738
CLM-004534,37.01868578338393,0,22.211211470030356,LOW,APPROVE,[],"{'random_forest': 23.85350728505763, 'gradient_boosting': 12.836563921979671, 'isolation_forest': 100.0, 'neural_network': 11.384671926498413}",2025-11-01T11:24:21.140762,Life,9776.250572371297,Malindi,2025-07-27 11:21:16.427594
CLM-006305,12.005891284475052,0,7.203534770685031,LOW,APPROVE,[],"{'random_forest': 20.149766264290058, 'gradient_boosting': 13.13136782903159, 'isolation_forest': 0.0, 'neural_network': 14.742431044578552}",2025-11-01T11:24:21.258093,Medical,39689.13640071073,Kitale,2025-08-06 11:21:16.433868
CLM-000399,27.090010765866168,20,24.2540064595197,LOW,APPROVE,['Insufficient documentation'],"{'random_forest': 54.97716046960151, 'gradient_boosting': 31.035357831709536, 'isolation_forest': 0.0, 'neural_network': 22.347524762153625}",2025-11-01T11:24:21.375512,Life,76369.20556259659,Kisumu,2024-09-10 11:21:16.412819
CLM-009123,18.951898487429062,20,19.371139092457437,LOW,APPROVE,['Insufficient documentation'],"{'random_forest': 28.2373757683553, 'gradient_boosting': 26.772187685717334, 'isolation_forest': 0.0, 'neural_network': 20.798030495643616}",2025-11-01T11:24:21.497046,Life,42362.36998047831,Thika,2024-08-19 11:21:16.444068
CLM-008446,17.002077975460193,0,10.201246785276116,LOW,APPROVE,[],"{'random_forest': 29.739621761926095, 'gradient_boosting': 17.397694618369265, 'isolation_forest': 0.0, 'neural_network': 20.87099552154541}",2025-11-01T11:24:21.616580,Medical,10594.307935918507,Nakuru,2025-01-19 11:21:16.441661
CLM-007534,97.38250440909344,20,66.42950264545607,MEDIUM,REVIEW,['Early claim after policy start'],"{'random_forest': 96.72845584224565, 'gradient_boosting': 97.92409225448576, 'isolation_forest': 100.0, 'neural_network': 94.87746953964233}",2025-11-01T11:24:21.736230,Property,75341.75013771965,Nyeri,2025-08-25 11:21:16.438395
CLM-007429,37.44538041699773,20,30.467228250198637,LOW,APPROVE,['Insufficient documentation'],"{'random_forest': 25.35106881714162, 'gradient_boosting': 11.875297692806376, 'isolation_forest': 100.0, 'neural_network': 12.555155158042908}",2025-11-01T11:24:21.861312,Aviation,75368.22684668453,Garissa,2024-11-16 11:21:16.438025
CLM-003653,14.019443856264772,0,8.411666313758863,LOW,APPROVE,[],"{'random_forest': 25.593338416409665, 'gradient_boosting': 9.457240064889497, 'isolation_forest': 0.0, 'neural_network': 21.027196943759918}",2025-11-01T11:24:21.981383,Aviation,43075.51970013091,Nakuru,2023-11-18 11:21:16.424465
CLM-005224,15.393610721946004,0,9.236166433167602,LOW,APPROVE,[],"{'random_forest': 24.072973565953184, 'gradient_boosting': 18.800480731113517, 'isolation_forest': 0.0, 'neural_network': 18.700988590717316}",2025-11-01T11:24:22.105853,Life,91513.54198767876,Nakuru,2024-10-18 11:21:16.430051
CLM-009040,17.873356354609555,20,18.724013812765733,LOW,APPROVE,['Insufficient documentation'],"{'random_forest': 34.802083968717156, 'gradient_boosting': 12.372804333670352, 'isolation_forest': 0.0, 'neural_network': 24.31853711605072}",2025-11-01T11:24:22.227294,Medical,4755.7595486550335,Nairobi,2025-07-21 11:21:16.443767
CLM-005491,62.90857388700655,20,45.74514433220393,LOW,APPROVE,['No police report for motor claim'],"{'random_forest': 43.24322542070153, 'gradient_boosting': 21.983915328816966, 'isolation_forest': 100.0, 'neural_network': 86.40715479850769}",2025-11-01T11:24:22.349611,Motor,91630.3359701679,Kitale,2023-11-25 11:21:16.430999
CLM-005061,56.78790063941277,45,52.07274038364766,MEDIUM,REVIEW,"['High claim amount', 'Insufficient documentation']","{'random_forest': 54.39319030060506, 'gradient_boosting': 31.943488016933713, 'isolation_forest': 100.0, 'neural_network': 40.814924240112305}",2025-11-01T11:24:22.474616,Property,536589.820434402,Kitale,2024-03-10 11:21:16.429467
CLM-003873,12.417295345297994,0,7.450377207178796,LOW,APPROVE,[],"{'random_forest': 21.776738029279407, 'gradient_boosting': 14.6618692209006, 'isolation_forest': 0.0, 'neural_network': 13.230574131011963}",2025-11-01T11:24:22.589287,Medical,160990.8298309541,Eldoret,2024-04-02 11:21:16.425251
CLM-009130,18.173053535162172,0,10.903832121097302,LOW,APPROVE,[],"{'random_forest': 22.601241851967423, 'gradient_boosting': 29.65712915284752, 'isolation_forest': 0.0, 'neural_network': 20.43384313583374}",2025-11-01T11:24:22.706097,Life,159955.41632758186,Nakuru,2024-06-19 11:21:16.444092
CLM-008213,11.93830868668876,20,15.162985212013256,LOW,APPROVE,['Insufficient documentation'],"{'random_forest': 22.81193160294677, 'gradient_boosting': 13.971682200738812, 'isolation_forest': 0.0, 'neural_network': 10.969620943069458}",2025-11-01T11:24:22.824392,Marine,8520.142874134068,Thika,2025-07-25 11:21:16.440833
CLM-003697,16.1648077957777,0,9.698884677466621,LOW,APPROVE,[],"{'random_forest': 28.720764932266185, 'gradient_boosting': 15.756267964788096, 'isolation_forest': 0.0, 'neural_network': 20.18219828605652}",2025-11-01T11:24:22.952771,Life,49990.691196699176,Nairobi,2025-08-04 11:21:16.424621
CLM-004625,15.462310529862927,0,9.277386317917756,LOW,APPROVE,[],"{'random_forest': 27.24587478464311, 'gradient_boosting': 22.261564767565027, 'isolation_forest': 0.0, 'neural_network': 12.341802567243576}",2025-11-01T11:24:23.072914,Motor,190570.16552684322,Nairobi,2024-03-16 11:21:16.427912
CLM-009488,9.377536912321451,0,5.626522147392871,LOW,APPROVE,[],"{'random_forest': 17.835873695847205, 'gradient_boosting': 7.6523128902920154, 'isolation_forest': 0.0, 'neural_network': 12.021961063146591}",2025-11-01T11:24:23.192637,Life,34959.32909191919,Nyeri,2025-06-13 11:21:16.445359
CLM-004583,63.16083367901766,0,37.89650020741059,LOW,APPROVE,[],"{'random_forest': 53.098814147580974, 'gradient_boosting': 29.605759572624805, 'isolation_forest': 100.0, 'neural_network': 69.93876099586487}",2025-11-01T11:24:23.313231,Liability,147694.96161583476,Malindi,2023-12-16 11:21:16.427764
CLM-003384,27.51931813576248,0,16.511590881457487,LOW,APPROVE,[],"{'random_forest': 44.73638226037383, 'gradient_boosting': 34.126545781180724, 'isolation_forest': 0.0, 'neural_network': 31.21434450149536}",2025-11-01T11:24:23.434155,Medical,1598.7144345857535,Kitale,2024-09-17 11:21:16.423512
CLM-009876,42.62403093164839,0,25.574418558989034,LOW,APPROVE,[],"{'random_forest': 64.89491667299215, 'gradient_boosting': 59.292987620770596, 'isolation_forest': 0.0, 'neural_network': 46.30821943283081}",2025-11-01T11:24:23.551071,Medical,5345.223073766722,Nairobi,2025-03-12 11:21:16.446727
CLM-007123,44.250859456443834,45,44.5505156738663,LOW,APPROVE,"['High claim amount', 'Insufficient documentation']","{'random_forest': 36.986919978746826, 'gradient_boosting': 25.776492863145588, 'isolation_forest': 100.0, 'neural_network': 14.240024983882904}",2025-11-01T11:24:23.695331,Marine,899346.2995580934,Thika,2025-05-17 11:21:16.436929
CLM-005081,9.434422072712174,0,5.660653243627304,LOW,APPROVE,[],"{'random_forest': 21.073158936359043, 'gradient_boosting': 8.74971202126822, 'isolation_forest': 0.0, 'neural_network': 7.9148173332214355}",2025-11-01T11:24:23.816122,Aviation,74532.7474942437,Eldoret,2024-03-05 11:21:16.429537
CLM-007641,13.510144915082375,0,8.106086949049425,LOW,APPROVE,[],"{'random_forest': 18.60224506479097, 'gradient_boosting': 8.864700447894485, 'isolation_forest': 0.0, 'neural_network': 26.573634147644043}",2025-11-01T11:24:23.942361,Marine,8358.945813558377,Kisumu,2025-04-20 11:21:16.438769
CLM-006596,15.266609687166177,20,17.159965812299706,LOW,APPROVE,['Insufficient documentation'],"{'random_forest': 25.51943573922725, 'gradient_boosting': 13.080495455383195, 'isolation_forest': 0.0, 'neural_network': 22.46650755405426}",2025-11-01T11:24:24.059189,Aviation,39902.52540598518,Nakuru,2025-07-23 11:21:16.435014
CLM-008158,40.93678354642874,15,30.562070127857243,LOW,APPROVE,['Vague or excessive descriptions'],"{'random_forest': 64.79348043313502, 'gradient_boosting': 50.75454550959137, 'isolation_forest': 0.0, 'neural_network': 48.199108242988586}",2025-11-01T11:24:24.174470,Medical,6535.47688533098,Kitale,2025-05-17 11:21:16.440639
CLM-001302,14.770405541622292,20,16.862243324973377,LOW,APPROVE,['Insufficient documentation'],"{'random_forest': 25.937497664388864, 'gradient_boosting': 12.261757904447869, 'isolation_forest': 0.0, 'neural_network': 20.882366597652435}",2025-11-01T11:24:24.290414,Marine,5342.750360646042,Nyeri,2024-06-12 11:21:16.416092
CLM-001486,96.95826944015312,20,66.17496166409187,MEDIUM,REVIEW,['Early claim after policy start'],"{'random_forest': 95.6290420093684, 'gradient_boosting': 97.70684384526874, 'isolation_forest': 100.0, 'neural_network': 94.49719190597534}",2025-11-01T11:24:24.408055,Life,17018.63994313974,Thika,2025-04-07 11:21:16.416736
CLM-003753,13.78441937448931,0,8.270651624693587,LOW,APPROVE,[],"{'random_forest': 25.21731994202188, 'gradient_boosting': 12.131038398334951, 'isolation_forest': 0.0, 'neural_network': 17.789319157600403}",2025-11-01T11:24:24.525112,Aviation,209501.07321333233,Thika,2025-04-09 11:21:16.424818
CLM-007957,13.173297126260456,20,15.903978275756273,LOW,APPROVE,['Insufficient documentation'],"{'random_forest': 23.957533011771925, 'gradient_boosting': 12.094144470225313, 'isolation_forest': 0.0, 'neural_network': 16.641511023044586}",2025-11-01T11:24:24.644587,Marine,14111.585550466598,Nyeri,2025-02-25 11:21:16.439908
CLM-000954,81.79085258916072,20,57.07451155349643,MEDIUM,REVIEW,['No police report for motor claim'],"{'random_forest': 85.87495590486151, 'gradient_boosting': 69.87676731608498, 'isolation_forest': 100.0, 'neural_network': 71.41168713569641}",2025-11-01T11:24:24.760754,Motor,222950.33686501416,Garissa,2023-12-13 11:21:16.414804
CLM-009487,55.84142078504315,40,49.504852471025885,LOW,APPROVE,"['High claim amount', 'Vague or excessive descriptions']","{'random_forest': 71.21312395807402, 'gradient_boosting': 72.47965635960405, 'isolation_forest': 0.0, 'neural_network': 79.6729028224945}",2025-11-01T11:24:24.874799,Medical,1201456.597283455,Malindi,2025-04-29 11:21:16.445355
CLM-009053,15.376906881055225,0,9.226144128633134,LOW,APPROVE,[],"{'random_forest': 27.42749884343513, 'gradient_boosting': 12.590805005153282, 'isolation_forest': 0.0, 'neural_network': 21.489323675632477}",2025-11-01T11:24:24.994100,Marine,20328.08020717372,Nairobi,2024-05-05 11:21:16.443812
CLM-003251,21.58337195822323,20,20.95002317493394,LOW,APPROVE,['Insufficient documentation'],"{'random_forest': 43.23643090972385, 'gradient_boosting': 21.024336395520148, 'isolation_forest': 0.0, 'neural_network': 22.072720527648926}",2025-11-01T11:24:25.111375,Liability,59523.78360133433,Mombasa,2023-12-20 11:21:16.423048
